,number_of_books_read,year
3617,20,2016
3618,0,2016
3619,5,2016
3620,2,2016
3621,0,2016
3622,20,2016
3623,10,2016
3624,50,2016
3625,0,2016
3626,4,2016
3627,0,2016
3628,1,2016
3629,12,2016
3630,1,2016
3631,4,2016
3632,2,2016
3633,2,2016
3634,0,2016
3635,0,2016
3636,4,2016
3637,50,2016
3638,2,2016
3639,50,2016
3640,4,2016
3641,0,2016
3642,5,2016
3643,10,2016
3644,3,2016
3645,8,2016
3646,0,2016
3647,0,2016
3648,97,2016
3649,0,2016
3650,2,2016
3651,36,2016
3652,2,2016
3653,5,2016
3654,0,2016
3655,20,2016
3656,25,2016
3657,5,2016
3658,6,2016
3659,4,2016
3660,3,2016
3661,30,2016
3662,6,2016
3663,0,2016
3664,2,2016
3665,1,2016
3666,4,2016
3667,5,2016
3668,10,2016
3669,0,2016
3670,1,2016
3671,3,2016
3672,20,2016
3673,30,2016
3674,1,2016
3675,0,2016
3676,0,2016
3677,36,2016
3678,8,2016
3679,2,2016
3680,6,2016
3681,11,2016
3682,3,2016
3683,2,2016
3684,1,2016
3685,0,2016
3686,3,2016
3687,3,2016
3688,0,2016
3689,5,2016
3690,5,2016
3691,1,2016
3692,50,2016
3693,0,2016
3694,15,2016
3695,30,2016
3696,9,2016
3697,0,2016
3698,1,2016
3699,3,2016
3700,0,2016
3701,12,2016
3702,10,2016
3703,1,2016
3704,4,2016
3705,15,2016
3706,0,2016
3707,12,2016
3708,60,2016
3709,6,2016
3710,2,2016
3711,25,2016
3712,10,2016
3713,0,2016
3714,1,2016
3715,50,2016
3716,30,2016
3717,5,2016
3718,0,2016
3719,7,2016
3720,3,2016
3721,10,2016
3722,2,2016
3723,0,2016
3724,15,2016
3725,4,2016
3726,10,2016
3727,0,2016
3728,6,2016
3729,20,2016
3730,2,2016
3731,5,2016
3732,97,2016
3733,12,2016
3734,97,2016
3735,7,2016
3736,10,2016
3737,52,2016
3738,15,2016
3739,0,2016
3740,4,2016
3741,20,2016
3742,0,2016
3743,50,2016
3744,45,2016
3745,0,2016
3746,97,2016
3747,4,2016
3748,30,2016
3749,6,2016
3750,5,2016
3751,0,2016
3752,3,2016
3753,50,2016
3754,12,2016
3755,25,2016
3756,30,2016
3757,0,2016
3758,2,2016
3759,2,2016
3760,50,2016
3761,0,2016
3762,10,2016
3763,0,2016
3764,8,2016
3765,4,2016
3766,2,2016
3767,1,2016
3768,3,2016
3769,0,2016
3770,1,2016
3771,0,2016
3772,7,2016
3773,5,2016
3774,15,2016
3775,2,2016
3776,5,2016
3777,15,2016
3778,12,2016
3779,0,2016
3780,7,2016
3781,10,2016
3782,5,2016
3783,0,2016
3784,6,2016
3785,1,2016
3786,0,2016
3787,4,2016
3788,1,2016
3789,20,2016
3790,0,2016
3791,7,2016
3792,6,2016
3793,2,2016
3794,10,2016
3795,15,2016
3796,2,2016
3797,0,2016
3798,6,2016
3799,1,2016
3800,0,2016
3801,5,2016
3802,2,2016
3803,0,2016
3804,3,2016
3805,96,2016
3806,0,2016
3807,0,2016
3808,12,2016
3809,4,2016
3810,4,2016
3811,0,2016
3812,17,2016
3813,0,2016
3814,1,2016
3815,30,2016
3816,12,2016
3817,10,2016
3818,2,2016
3819,1,2016
3820,2,2016
3821,10,2016
3822,2,2016
3823,1,2016
3824,7,2016
3825,0,2016
3826,12,2016
3827,15,2016
3828,0,2016
3829,26,2016
3830,15,2016
3831,14,2016
3832,1,2016
3833,50,2016
3834,0,2016
3835,0,2016
3836,3,2016
3837,5,2016
3838,2,2016
3839,8,2016
3840,12,2016
3841,6,2016
3842,2,2016
3843,6,2016
3844,1,2016
3845,5,2016
3846,97,2016
3847,20,2016
3848,45,2016
3849,12,2016
3850,2,2016
3851,10,2016
3852,2,2016
3853,12,2016
3854,15,2016
3855,2,2016
3856,25,2016
3857,0,2016
3858,12,2016
3859,4,2016
3860,4,2016
3861,11,2016
3862,50,2016
3863,3,2016
3864,97,2016
3865,0,2016
3866,24,2016
3867,0,2016
3868,20,2016
3869,50,2016
3870,2,2016
3871,7,2016
3872,2,2016
3873,2,2016
3874,0,2016
3875,0,2016
3876,8,2016
3877,0,2016
3878,6,2016
3879,97,2016
3880,5,2016
3881,0,2016
3882,12,2016
3883,24,2016
3884,11,2016
3885,8,2016
3886,15,2016
3887,0,2016
3888,6,2016
3889,4,2016
3890,6,2016
3891,2,2016
3892,4,2016
3893,1,2016
3894,4,2016
3895,0,2016
3896,50,2016
3897,0,2016
3898,10,2016
3899,0,2016
3900,0,2016
3901,6,2016
3902,1,2016
3903,25,2016
3904,97,2016
3905,0,2016
3906,3,2016
3907,25,2016
3908,0,2016
3909,9,2016
3910,4,2016
3911,5,2016
3912,25,2016
3913,1,2016
3914,3,2016
3915,2,2016
3916,0,2016
3917,0,2016
3918,1,2016
3919,0,2016
3920,20,2016
3921,4,2016
3922,3,2016
3923,5,2016
3924,0,2016
3925,0,2016
3926,20,2016
3927,2,2016
3928,3,2016
3929,97,2016
3930,0,2016
3931,0,2016
3932,25,2016
3933,5,2016
3934,1,2016
3935,15,2016
3936,7,2016
3937,0,2016
3938,0,2016
3939,15,2016
3940,0,2016
3941,0,2016
3942,12,2016
3943,50,2016
3944,40,2016
3945,97,2016
3946,7,2016
3947,5,2016
3948,10,2016
3949,4,2016
3950,6,2016
3951,3,2016
3952,1,2016
3953,0,2016
3954,2,2016
3955,0,2016
3956,12,2016
3957,8,2016
3958,0,2016
3959,0,2016
3960,3,2016
3961,30,2016
3962,30,2016
3963,1,2016
3964,1,2016
3965,0,2016
3966,10,2016
3967,0,2016
3968,1,2016
3969,1,2016
3970,5,2016
3971,5,2016
3972,4,2016
3973,2,2016
3974,25,2016
3975,1,2016
3976,5,2016
3977,97,2016
3978,0,2016
3979,0,2016
3980,6,2016
3981,3,2016
3982,0,2016
3983,4,2016
3984,15,2016
3985,97,2016
3986,30,2016
3987,15,2016
3988,10,2016
3989,50,2016
3990,50,2016
3991,2,2016
3992,7,2016
3993,0,2016
3994,20,2016
3995,0,2016
3996,0,2016
3997,15,2016
3998,0,2016
3999,9,2016
4000,30,2016
4001,3,2016
4002,50,2016
4003,0,2016
4004,30,2016
4005,0,2016
4006,97,2016
4007,0,2016
4008,50,2016
4009,50,2016
4010,3,2016
4011,15,2016
4012,3,2016
4013,1,2016
4014,4,2016
4015,2,2016
4016,0,2016
4017,97,2016
4018,1,2016
4019,3,2016
4020,1,2016
4021,50,2016
4022,3,2016
4023,10,2016
4024,5,2016
4025,4,2016
4026,1,2016
4027,0,2016
4028,0,2016
4029,3,2016
4030,60,2016
4031,0,2016
4032,12,2016
4033,2,2016
4034,2,2016
4035,97,2016
4036,29,2016
4037,5,2016
4038,0,2016
4039,20,2016
4040,20,2016
4041,0,2016
4042,25,2016
4043,4,2016
4044,30,2016
4045,5,2016
4046,10,2016
4047,3,2016
4048,4,2016
4049,0,2016
4050,4,2016
4051,10,2016
4052,4,2016
4053,3,2016
4054,0,2016
4055,11,2016
4056,12,2016
4057,97,2016
4058,1,2016
4059,0,2016
4060,1,2016
4061,2,2016
4062,30,2016
4063,5,2016
4064,97,2016
4065,0,2016
4066,2,2016
4067,5,2016
4068,4,2016
4069,13,2016
4070,0,2016
4071,0,2016
4072,0,2016
4073,15,2016
4074,97,2016
4075,6,2016
4076,3,2016
4077,50,2016
4078,2,2016
4079,0,2016
4080,10,2016
4081,0,2016
4082,30,2016
4083,6,2016
4084,4,2016
4085,1,2016
4086,3,2016
4087,17,2016
4088,3,2016
4089,1,2016
4090,97,2016
4091,12,2016
4092,15,2016
4093,0,2016
4094,3,2016
4095,30,2016
4096,3,2016
4097,1,2016
4098,6,2016
4099,75,2016
4100,0,2016
4101,0,2016
4102,3,2016
4103,97,2016
4104,0,2016
4105,20,2016
4106,1,2016
4107,0,2016
4108,60,2016
4109,5,2016
4110,50,2016
4111,2,2016
4112,0,2016
4113,0,2016
4114,7,2016
4115,15,2016
4116,7,2016
4117,0,2016
4118,5,2016
4119,50,2016
4120,1,2016
4121,0,2016
4122,1,2016
4123,7,2016
4124,4,2016
4125,0,2016
4126,60,2016
4127,0,2016
4128,1,2016
4129,2,2016
4130,6,2016
4131,10,2016
4132,5,2016
4133,3,2016
4134,5,2016
4135,20,2016
4136,0,2016
4137,0,2016
4138,25,2016
4139,5,2016
4140,1,2016
4141,15,2016
4142,5,2016
4143,3,2016
4144,10,2016
4145,97,2016
4146,6,2016
4147,20,2016
4148,12,2016
4149,12,2016
4150,0,2016
4151,5,2016
4152,8,2016
4153,10,2016
4154,2,2016
4155,3,2016
4156,0,2016
4157,30,2016
4158,0,2016
4159,4,2016
4160,5,2016
4161,30,2016
4162,0,2016
4163,30,2016
4164,97,2016
4165,5,2016
4166,10,2016
4167,1,2016
4168,0,2016
4169,2,2016
4170,0,2016
4171,40,2016
4172,3,2016
4173,0,2016
4174,3,2016
4175,5,2016
4176,3,2016
4177,0,2016
4178,0,2016
4179,40,2016
4180,6,2016
4181,11,2016
4182,12,2016
4183,97,2016
4184,3,2016
4185,0,2016
4186,15,2016
4187,12,2016
4188,5,2016
4189,0,2016
4190,38,2016
4191,5,2016
4192,2,2016
4193,50,2016
4194,0,2016
4195,2,2016
4196,4,2016
4197,10,2016
4198,2,2016
4199,1,2016
4200,0,2016
4201,0,2016
4202,75,2016
4203,5,2016
4204,10,2016
4205,0,2016
4206,5,2016
4207,0,2016
4208,3,2016
4209,4,2016
4210,30,2016
4211,4,2016
4212,0,2016
4213,97,2016
4214,0,2016
4215,24,2016
4216,3,2016
4217,0,2016
4218,5,2016
4219,6,2016
4220,2,2016
4221,50,2016
4222,6,2016
4223,3,2016
4224,3,2016
4225,30,2016
4226,2,2016
4227,5,2016
4228,2,2016
4229,2,2016
4230,1,2016
4231,0,2016
4232,30,2016
4233,0,2016
4234,0,2016
4235,0,2016
4236,24,2016
4237,0,2016
4238,3,2016
4239,2,2016
4240,5,2016
4241,40,2016
4242,20,2016
4243,97,2016
4244,3,2016
4245,8,2016
4246,0,2016
4247,0,2016
4248,0,2016
4249,16,2016
4250,12,2016
4251,6,2016
4252,7,2016
4253,0,2016
4254,6,2016
4255,0,2016
4256,15,2016
4257,30,2016
4258,0,2016
4259,20,2016
4260,6,2016
4261,5,2016
4262,0,2016
4263,10,2016
4264,3,2016
4265,0,2016
4266,6,2016
4267,15,2016
4268,0,2016
4269,3,2016
4270,24,2016
4271,30,2016
4272,0,2016
4273,0,2016
4274,0,2016
4275,0,2016
4276,30,2016
4277,10,2016
4278,70,2016
4279,20,2016
4280,8,2016
4281,2,2016
4282,0,2016
4283,2,2016
4284,2,2016
4285,6,2016
4286,9,2016
4287,1,2016
4288,25,2016
4289,3,2016
4290,0,2016
4291,0,2016
4292,7,2016
4293,0,2016
4294,2,2016
4295,3,2016
4296,30,2016
4297,1,2016
4298,6,2016
4299,97,2016
4300,0,2016
4301,96,2016
4302,0,2016
4303,5,2016
4304,97,2016
4305,2,2016
4306,4,2016
4307,3,2016
4308,1,2016
4309,2,2016
4310,97,2016
4311,96,2016
4312,35,2016
4313,0,2016
4314,1,2016
4315,1,2016
4316,0,2016
4317,12,2016
4318,0,2016
4319,10,2016
4320,15,2016
4321,10,2016
4322,9,2016
4323,30,2016
4324,5,2016
4325,20,2016
4326,14,2016
4327,6,2016
4328,15,2016
4329,5,2016
4330,4,2016
4331,7,2016
4332,5,2016
4333,0,2016
4334,6,2016
4335,2,2016
4336,60,2016
4337,5,2016
4338,0,2016
4339,20,2016
4340,0,2016
4341,50,2016
4342,1,2016
4343,16,2016
4344,25,2016
4345,25,2016
4346,1,2016
4347,6,2016
4348,5,2016
4349,0,2016
4350,5,2016
4351,0,2016
4352,0,2016
4353,0,2016
4354,1,2016
4355,10,2016
4356,17,2016
4357,0,2016
4358,97,2016
4359,20,2016
4360,0,2016
4361,15,2016
4362,1,2016
4363,20,2016
4364,30,2016
4365,1,2016
4366,3,2016
4367,25,2016
4368,3,2016
4369,0,2016
4370,0,2016
4371,0,2016
4372,12,2016
4373,15,2016
4374,4,2016
4375,2,2016
4376,0,2016
4377,24,2016
4378,1,2016
4379,20,2016
4380,0,2016
4381,4,2016
4382,0,2016
4383,5,2016
4384,0,2016
4385,1,2016
4386,6,2016
4387,3,2016
4388,0,2016
4389,0,2016
4390,3,2016
4391,0,2016
4392,36,2016
4393,6,2016
4394,10,2016
4395,25,2016
4396,0,2016
4397,2,2016
4398,0,2016
4399,0,2016
4400,97,2016
4401,12,2016
4402,4,2016
4403,16,2016
4404,0,2016
4405,6,2016
4406,0,2016
4407,20,2016
4408,30,2016
4409,5,2016
4410,0,2016
4411,20,2016
4412,2,2016
4413,1,2016
4414,0,2016
4415,6,2016
4416,3,2016
4417,0,2016
4418,0,2016
4419,5,2016
4420,0,2016
4421,10,2016
4422,40,2016
4423,20,2016
4424,5,2016
4425,8,2016
4426,5,2016
4427,4,2016
4428,0,2016
4429,12,2016
4430,30,2016
4431,6,2016
4432,5,2016
4433,10,2016
4434,0,2016
4435,1,2016
4436,3,2016
4437,6,2016
4438,10,2016
4439,0,2016
4440,1,2016
4441,20,2016
4442,10,2016
4443,0,2016
4444,8,2016
4445,0,2016
4446,25,2016
4447,1,2016
4448,0,2016
4449,10,2016
4450,3,2016
4451,0,2016
4452,50,2016
4453,0,2016
4454,10,2016
4455,97,2016
4456,15,2016
4457,30,2016
4458,10,2016
4459,8,2016
4460,0,2016
4461,5,2016
4462,8,2016
4463,30,2016
4464,2,2016
4465,0,2016
4466,15,2016
4467,20,2016
4468,15,2016
4469,1,2016
4470,3,2016
4471,97,2016
4472,15,2016
4473,3,2016
4474,2,2016
4475,0,2016
4476,0,2016
4477,3,2016
4478,5,2016
4479,1,2016
4480,12,2016
4481,3,2016
4482,0,2016
4483,3,2016
4484,2,2016
4485,12,2016
4486,3,2016
4487,0,2016
4488,10,2016
4489,2,2016
4490,0,2016
4491,10,2016
4492,3,2016
4493,5,2016
4494,4,2016
4495,3,2016
4496,0,2016
4497,0,2016
4498,3,2016
4499,0,2016
4500,12,2016
4501,15,2016
4502,0,2016
4503,4,2016
4504,2,2016
4505,10,2016
4506,50,2016
4507,20,2016
4508,25,2016
4509,2,2016
4510,30,2016
4511,12,2016
4512,2,2016
4513,6,2016
4514,0,2016
4515,18,2016
4516,5,2016
4517,15,2016
4518,4,2016
4519,50,2016
4520,3,2016
4521,2,2016
4522,0,2016
4523,0,2016
4524,97,2016
4525,4,2016
4526,4,2016
4527,4,2016
4528,6,2016
4529,4,2016
4530,15,2016
4531,50,2016
4532,8,2016
4533,2,2016
4534,1,2016
4535,0,2016
4536,2,2016
4537,15,2016
4538,2,2016
4539,40,2016
4540,3,2016
4541,0,2016
4542,0,2016
4543,3,2016
4544,0,2016
4545,5,2016
4546,8,2016
4547,10,2016
4548,3,2016
4549,1,2016
4550,5,2016
4551,1,2016
4552,97,2016
4553,3,2016
4554,5,2016
4555,72,2016
4556,1,2016
4557,3,2016
4558,3,2016
4559,6,2016
4560,97,2016
4561,20,2016
4562,30,2016
4563,4,2016
4564,0,2016
4565,2,2016
4566,30,2016
4567,15,2016
4568,60,2016
4569,1,2016
4570,4,2016
4571,97,2016
4572,3,2016
4573,0,2016
4574,3,2016
4575,12,2016
4576,20,2016
4577,0,2016
4578,10,2016
4579,3,2016
4580,6,2016
4581,20,2016
4582,20,2016
4583,50,2016
4584,7,2016
4585,6,2016
4586,3,2016
4587,8,2016
4588,20,2016
4589,5,2016
4590,97,2016
4591,10,2016
4592,15,2016
4593,7,2016
4594,6,2016
4595,5,2016
4596,3,2016
4597,8,2016
4598,6,2016
4599,11,2016
4600,10,2016
4601,2,2016
4602,0,2016
4603,6,2016
4604,3,2016
4605,2,2016
4606,1,2016
4607,3,2016
4608,0,2016
4609,20,2016
0,1,2018
1,5,2018
2,0,2018
3,2,2018
4,6,2018
5,18,2018
6,3,2018
7,2,2018
8,3,2018
9,97,2018
10,5,2018
11,8,2018
12,6,2018
13,3,2018
14,8,2018
15,12,2018
16,0,2018
17,1,2018
18,0,2018
19,0,2018
20,0,2018
21,0,2018
22,0,2018
23,4,2018
24,1,2018
25,12,2018
26,35,2018
27,2,2018
28,3,2018
29,1,2018
30,12,2018
31,12,2018
32,3,2018
33,2,2018
34,6,2018
35,40,2018
36,10,2018
37,4,2018
38,12,2018
39,0,2018
40,12,2018
41,0,2018
42,1,2018
43,20,2018
44,52,2018
45,10,2018
46,97,2018
47,35,2018
48,5,2018
49,12,2018
50,15,2018
51,7,2018
52,8,2018
53,0,2018
54,12,2018
55,0,2018
56,0,2018
57,2,2018
58,0,2018
59,1,2018
60,0,2018
61,2,2018
62,22,2018
63,12,2018
64,10,2018
65,3,2018
66,3,2018
67,97,2018
68,8,2018
69,50,2018
70,5,2018
71,12,2018
72,8,2018
73,24,2018
74,0,2018
75,36,2018
76,36,2018
77,12,2018
78,0,2018
79,2,2018
80,3,2018
81,8,2018
82,0,2018
83,6,2018
84,12,2018
85,6,2018
86,12,2018
87,20,2018
88,97,2018
89,30,2018
90,3,2018
91,0,2018
92,0,2018
93,5,2018
94,4,2018
95,20,2018
96,1,2018
97,6,2018
98,3,2018
99,0,2018
100,25,2018
101,2,2018
102,12,2018
103,10,2018
104,12,2018
105,0,2018
106,0,2018
107,19,2018
108,0,2018
109,3,2018
110,4,2018
111,12,2018
112,6,2018
113,10,2018
114,9,2018
115,50,2018
116,97,2018
117,3,2018
118,3,2018
119,12,2018
120,0,2018
121,8,2018
122,1,2018
123,1,2018
124,10,2018
125,50,2018
126,0,2018
127,2,2018
128,10,2018
129,97,2018
130,96,2018
131,2,2018
132,3,2018
133,0,2018
134,6,2018
135,12,2018
136,70,2018
137,4,2018
138,10,2018
139,15,2018
140,0,2018
141,12,2018
142,20,2018
143,2,2018
144,15,2018
145,24,2018
146,1,2018
147,97,2018
148,2,2018
149,0,2018
150,4,2018
151,12,2018
152,4,2018
153,2,2018
154,1,2018
155,6,2018
156,0,2018
157,20,2018
158,2,2018
159,12,2018
160,20,2018
161,0,2018
162,96,2018
163,1,2018
164,0,2018
165,6,2018
166,97,2018
167,1,2018
168,0,2018
169,0,2018
170,40,2018
171,3,2018
172,12,2018
173,4,2018
174,20,2018
175,2,2018
176,12,2018
177,3,2018
178,0,2018
179,3,2018
180,3,2018
181,3,2018
182,5,2018
183,4,2018
184,4,2018
185,0,2018
186,4,2018
187,10,2018
188,50,2018
189,0,2018
190,0,2018
191,1,2018
192,2,2018
193,40,2018
194,12,2018
195,8,2018
196,0,2018
197,30,2018
198,6,2018
199,2,2018
200,96,2018
201,9,2018
202,50,2018
203,24,2018
204,10,2018
205,17,2018
206,0,2018
207,0,2018
208,2,2018
209,12,2018
210,0,2018
211,0,2018
212,3,2018
213,30,2018
214,96,2018
215,1,2018
216,4,2018
217,0,2018
218,10,2018
219,25,2018
220,0,2018
221,12,2018
222,24,2018
223,14,2018
224,36,2018
225,3,2018
226,25,2018
227,3,2018
228,60,2018
229,12,2018
230,3,2018
231,8,2018
232,0,2018
233,3,2018
234,0,2018
235,2,2018
236,40,2018
237,97,2018
238,0,2018
239,2,2018
240,0,2018
241,0,2018
242,12,2018
243,2,2018
244,0,2018
245,0,2018
246,6,2018
247,0,2018
248,10,2018
249,8,2018
250,0,2018
251,2,2018
252,0,2018
253,15,2018
254,32,2018
255,5,2018
256,3,2018
257,0,2018
258,0,2018
259,73,2018
260,2,2018
261,5,2018
262,10,2018
263,2,2018
264,3,2018
265,5,2018
266,0,2018
267,15,2018
268,0,2018
269,0,2018
270,2,2018
271,0,2018
272,0,2018
273,4,2018
274,97,2018
275,0,2018
276,12,2018
277,60,2018
278,4,2018
279,4,2018
280,3,2018
281,0,2018
282,96,2018
283,3,2018
284,0,2018
285,0,2018
286,3,2018
287,6,2018
288,3,2018
289,10,2018
290,96,2018
291,12,2018
292,4,2018
293,7,2018
294,8,2018
295,25,2018
296,35,2018
297,0,2018
298,0,2018
299,36,2018
300,15,2018
301,20,2018
302,30,2018
303,4,2018
304,0,2018
305,10,2018
306,0,2018
307,20,2018
308,5,2018
309,50,2018
310,0,2018
311,0,2018
312,12,2018
313,0,2018
314,0,2018
315,0,2018
316,0,2018
317,10,2018
318,30,2018
319,16,2018
320,20,2018
321,0,2018
322,1,2018
323,20,2018
324,10,2018
325,3,2018
326,5,2018
327,15,2018
328,50,2018
329,2,2018
330,4,2018
331,2,2018
332,2,2018
333,0,2018
334,8,2018
335,0,2018
336,7,2018
337,4,2018
338,96,2018
339,12,2018
340,10,2018
341,0,2018
342,0,2018
343,0,2018
344,2,2018
345,96,2018
346,2,2018
347,3,2018
348,40,2018
349,12,2018
350,8,2018
351,0,2018
352,5,2018
353,2,2018
354,0,2018
355,0,2018
356,0,2018
357,15,2018
358,0,2018
359,4,2018
360,0,2018
361,50,2018
362,8,2018
363,6,2018
364,4,2018
365,12,2018
366,4,2018
367,40,2018
368,40,2018
369,5,2018
370,0,2018
371,24,2018
372,1,2018
373,0,2018
374,2,2018
375,8,2018
376,4,2018
377,16,2018
378,0,2018
379,5,2018
380,2,2018
381,10,2018
382,20,2018
383,14,2018
384,0,2018
385,3,2018
386,25,2018
387,50,2018
388,3,2018
389,2,2018
390,32,2018
391,9,2018
392,23,2018
393,3,2018
394,3,2018
395,96,2018
396,0,2018
397,97,2018
398,2,2018
399,6,2018
400,7,2018
401,0,2018
402,4,2018
403,75,2018
404,12,2018
405,1,2018
406,0,2018
407,4,2018
408,0,2018
409,7,2018
410,4,2018
411,10,2018
412,20,2018
413,3,2018
414,30,2018
415,70,2018
416,6,2018
417,8,2018
418,96,2018
419,6,2018
420,24,2018
421,3,2018
422,10,2018
423,4,2018
424,0,2018
425,0,2018
426,4,2018
427,12,2018
428,12,2018
429,0,2018
430,0,2018
431,6,2018
432,2,2018
433,7,2018
434,15,2018
435,0,2018
436,12,2018
437,6,2018
438,20,2018
439,1,2018
440,0,2018
441,20,2018
442,50,2018
443,70,2018
444,8,2018
445,6,2018
446,1,2018
447,2,2018
448,12,2018
449,0,2018
450,96,2018
451,13,2018
452,10,2018
453,0,2018
454,0,2018
455,3,2018
456,3,2018
457,97,2018
458,2,2018
459,30,2018
460,2,2018
461,30,2018
462,7,2018
463,97,2018
464,2,2018
465,8,2018
466,1,2018
467,0,2018
468,3,2018
469,45,2018
470,3,2018
471,0,2018
472,50,2018
473,0,2018
474,50,2018
475,0,2018
476,6,2018
477,96,2018
478,97,2018
479,10,2018
480,0,2018
481,4,2018
482,3,2018
483,8,2018
484,5,2018
485,0,2018
486,1,2018
487,3,2018
488,3,2018
489,0,2018
490,0,2018
491,15,2018
492,30,2018
493,4,2018
494,5,2018
495,24,2018
496,1,2018
497,20,2018
498,0,2018
499,0,2018
500,97,2018
501,9,2018
502,96,2018
503,14,2018
504,96,2018
505,0,2018
506,1,2018
507,20,2018
508,15,2018
509,20,2018
510,0,2018
511,3,2018
512,8,2018
513,0,2018
514,12,2018
515,5,2018
516,0,2018
517,2,2018
518,97,2018
519,4,2018
520,5,2018
521,0,2018
522,15,2018
523,6,2018
524,12,2018
525,12,2018
526,55,2018
527,60,2018
528,0,2018
529,5,2018
530,1,2018
531,14,2018
532,0,2018
533,17,2018
534,97,2018
535,3,2018
536,10,2018
537,12,2018
538,0,2018
539,10,2018
540,6,2018
541,30,2018
542,4,2018
543,10,2018
544,1,2018
545,3,2018
546,1,2018
547,4,2018
548,3,2018
549,25,2018
550,40,2018
551,4,2018
552,97,2018
553,20,2018
554,30,2018
555,0,2018
556,11,2018
557,0,2018
558,3,2018
559,10,2018
560,0,2018
561,0,2018
562,15,2018
563,2,2018
564,10,2018
565,6,2018
566,75,2018
567,0,2018
568,20,2018
569,5,2018
570,25,2018
571,15,2018
572,12,2018
573,0,2018
574,25,2018
575,2,2018
576,3,2018
577,35,2018
578,2,2018
579,30,2018
580,0,2018
581,5,2018
582,1,2018
583,3,2018
584,20,2018
585,8,2018
586,25,2018
587,97,2018
588,4,2018
589,6,2018
590,4,2018
591,0,2018
592,10,2018
593,1,2018
594,97,2018
595,0,2018
596,2,2018
597,4,2018
598,24,2018
599,3,2018
600,4,2018
601,10,2018
602,10,2018
603,4,2018
604,2,2018
605,50,2018
606,3,2018
607,0,2018
608,0,2018
609,20,2018
610,10,2018
611,0,2018
612,97,2018
613,4,2018
614,10,2018
615,5,2018
616,0,2018
617,4,2018
618,1,2018
619,0,2018
620,20,2018
621,3,2018
622,8,2018
623,0,2018
624,0,2018
625,12,2018
626,3,2018
627,8,2018
628,25,2018
629,2,2018
630,0,2018
631,12,2018
632,60,2018
633,5,2018
634,0,2018
635,1,2018
636,0,2018
637,4,2018
638,4,2018
639,12,2018
640,2,2018
641,3,2018
642,0,2018
643,10,2018
644,97,2018
645,8,2018
646,15,2018
647,3,2018
648,2,2018
649,0,2018
650,1,2018
651,4,2018
652,6,2018
653,40,2018
654,0,2018
655,0,2018
656,20,2018
657,25,2018
658,97,2018
659,4,2018
660,0,2018
661,40,2018
662,0,2018
663,0,2018
664,10,2018
665,1,2018
666,0,2018
667,20,2018
668,85,2018
669,1,2018
670,20,2018
671,3,2018
672,6,2018
673,4,2018
674,12,2018
675,40,2018
676,1,2018
677,20,2018
678,10,2018
679,7,2018
680,0,2018
681,6,2018
682,1,2018
683,3,2018
684,4,2018
685,40,2018
686,5,2018
687,0,2018
688,6,2018
689,12,2018
690,0,2018
691,0,2018
692,39,2018
693,10,2018
694,0,2018
695,5,2018
696,12,2018
697,2,2018
698,1,2018
699,4,2018
700,5,2018
701,7,2018
702,0,2018
703,6,2018
704,5,2018
705,3,2018
706,0,2018
707,0,2018
708,13,2018
709,0,2018
710,2,2018
711,25,2018
712,10,2018
713,3,2018
714,0,2018
715,18,2018
716,10,2018
717,0,2018
718,5,2018
719,20,2018
720,3,2018
721,3,2018
722,0,2018
723,6,2018
724,10,2018
725,0,2018
726,0,2018
727,12,2018
728,4,2018
729,5,2018
730,4,2018
731,2,2018
732,18,2018
733,8,2018
734,0,2018
735,2,2018
736,6,2018
737,3,2018
738,97,2018
739,12,2018
740,24,2018
741,12,2018
742,7,2018
743,1,2018
744,5,2018
745,3,2018
746,0,2018
747,4,2018
748,97,2018
749,0,2018
750,6,2018
751,0,2018
752,0,2018
753,5,2018
754,10,2018
755,6,2018
756,20,2018
757,3,2018
758,0,2018
759,0,2018
760,0,2018
761,1,2018
762,1,2018
763,6,2018
764,5,2018
765,30,2018
766,20,2018
767,2,2018
768,15,2018
769,0,2018
770,0,2018
771,10,2018
772,7,2018
773,0,2018
774,0,2018
775,0,2018
776,5,2018
777,12,2018
778,0,2018
779,3,2018
780,8,2018
781,4,2018
782,97,2018
783,20,2018
784,65,2018
785,0,2018
786,24,2018
787,4,2018
788,6,2018
789,25,2018
790,10,2018
791,2,2018
792,0,2018
793,0,2018
794,3,2018
795,2,2018
796,4,2018
797,0,2018
798,1,2018
799,0,2018
800,0,2018
801,0,2018
802,30,2018
803,6,2018
804,10,2018
805,4,2018
806,0,2018
807,0,2018
808,10,2018
809,0,2018
810,1,2018
811,0,2018
812,0,2018
813,24,2018
814,70,2018
815,0,2018
816,15,2018
817,0,2018
818,4,2018
819,10,2018
820,80,2018
821,50,2018
822,3,2018
823,3,2018
824,20,2018
825,5,2018
826,2,2018
827,2,2018
828,2,2018
829,30,2018
830,20,2018
831,0,2018
832,10,2018
833,0,2018
834,20,2018
835,7,2018
836,20,2018
837,96,2018
838,96,2018
839,3,2018
840,0,2018
841,4,2018
842,10,2018
843,12,2018
844,8,2018
845,0,2018
846,1,2018
847,0,2018
848,24,2018
849,4,2018
850,6,2018
851,20,2018
852,6,2018
853,50,2018
854,4,2018
855,0,2018
856,20,2018
857,5,2018
858,4,2018
859,6,2018
860,7,2018
861,10,2018
862,0,2018
