,number_of_books_read,year
2628,6,2019
2629,0,2019
2630,0,2019
2631,1,2019
2632,25,2019
2633,15,2019
2634,3,2019
2635,3,2019
2636,12,2019
2637,10,2019
2638,5,2019
2639,14,2019
2640,97,2019
2641,4,2019
2642,96,2019
2643,0,2019
2644,2,2019
2645,0,2019
2646,0,2019
2647,10,2019
2648,10,2019
2649,30,2019
2650,12,2019
2651,20,2019
2652,10,2019
2653,6,2019
2654,0,2019
2655,0,2019
2656,15,2019
2657,4,2019
2658,2,2019
2659,18,2019
2660,35,2019
2661,4,2019
2662,17,2019
2663,0,2019
2664,1,2019
2665,6,2019
2666,0,2019
2667,6,2019
2668,0,2019
2669,3,2019
2670,1,2019
2671,97,2019
2672,15,2019
2673,20,2019
2674,20,2019
2675,11,2019
2676,50,2019
2677,7,2019
2678,3,2019
2679,80,2019
2680,8,2019
2681,0,2019
2682,0,2019
2683,2,2019
2684,5,2019
2685,3,2019
2686,0,2019
2687,30,2019
2688,96,2019
2689,3,2019
2690,9,2019
2691,20,2019
2692,10,2019
2693,3,2019
2694,96,2019
2695,5,2019
2696,0,2019
2697,0,2019
2698,24,2019
2699,3,2019
2700,96,2019
2701,60,2019
2702,6,2019
2703,1,2019
2704,0,2019
2705,10,2019
2706,97,2019
2707,8,2019
2708,6,2019
2709,10,2019
2710,14,2019
2711,4,2019
2712,4,2019
2713,10,2019
2714,0,2019
2715,25,2019
2716,30,2019
2717,6,2019
2718,10,2019
2719,2,2019
2720,4,2019
2721,30,2019
2722,15,2019
2723,0,2019
2724,3,2019
2725,4,2019
2726,20,2019
2727,5,2019
2728,10,2019
2729,1,2019
2730,3,2019
2731,0,2019
2732,0,2019
2733,20,2019
2734,9,2019
2735,0,2019
2736,10,2019
2737,0,2019
2738,0,2019
2739,5,2019
2740,30,2019
2741,3,2019
2742,8,2019
2743,30,2019
2744,5,2019
2745,2,2019
2746,15,2019
2747,0,2019
2748,23,2019
2749,3,2019
2750,4,2019
2751,20,2019
2752,5,2019
2753,0,2019
2754,2,2019
2755,0,2019
2756,3,2019
2757,1,2019
2758,10,2019
2759,96,2019
2760,3,2019
2761,60,2019
2762,40,2019
2763,15,2019
2764,4,2019
2765,8,2019
2766,15,2019
2767,15,2019
2768,20,2019
2769,12,2019
2770,7,2019
2771,0,2019
2772,6,2019
2773,0,2019
2774,1,2019
2775,0,2019
2776,2,2019
2777,20,2019
2778,5,2019
2779,80,2019
2780,4,2019
2781,5,2019
2782,12,2019
2783,14,2019
2784,0,2019
2785,15,2019
2786,1,2019
2787,30,2019
2788,12,2019
2789,0,2019
2790,1,2019
2791,11,2019
2792,24,2019
2793,0,2019
2794,0,2019
2795,97,2019
2796,1,2019
2797,15,2019
2798,4,2019
2799,10,2019
2800,8,2019
2801,5,2019
2802,12,2019
2803,3,2019
2804,30,2019
2805,2,2019
2806,3,2019
2807,0,2019
2808,0,2019
2809,0,2019
2810,0,2019
2811,24,2019
2812,6,2019
2813,1,2019
2814,25,2019
2815,2,2019
2816,24,2019
2817,10,2019
2818,25,2019
2819,25,2019
2820,0,2019
2821,0,2019
2822,0,2019
2823,15,2019
2824,20,2019
2825,4,2019
2826,6,2019
2827,0,2019
2828,5,2019
2829,2,2019
2830,10,2019
2831,0,2019
2832,0,2019
2833,3,2019
2834,3,2019
2835,6,2019
2836,30,2019
2837,20,2019
2838,97,2019
2839,0,2019
2840,2,2019
2841,25,2019
2842,0,2019
2843,0,2019
2844,26,2019
2845,3,2019
2846,6,2019
2847,15,2019
2848,40,2019
2849,10,2019
2850,10,2019
2851,3,2019
2852,50,2019
2853,96,2019
2854,2,2019
2855,2,2019
2856,3,2019
2857,15,2019
2858,0,2019
2859,13,2019
2860,15,2019
2861,0,2019
2862,97,2019
2863,2,2019
2864,40,2019
2865,25,2019
2866,0,2019
2867,1,2019
2868,5,2019
2869,1,2019
2870,14,2019
2871,12,2019
2872,13,2019
2873,2,2019
2874,3,2019
2875,0,2019
2876,7,2019
2877,5,2019
2878,25,2019
2879,5,2019
2880,0,2019
2881,0,2019
2882,2,2019
2883,30,2019
2884,1,2019
2885,15,2019
2886,0,2019
2887,12,2019
2888,0,2019
2889,30,2019
2890,3,2019
2891,0,2019
2892,1,2019
2893,0,2019
2894,0,2019
2895,25,2019
2896,12,2019
2897,2,2019
2898,3,2019
2899,6,2019
2900,0,2019
2901,45,2019
2902,2,2019
2903,4,2019
2904,1,2019
2905,25,2019
2906,2,2019
2907,96,2019
2908,15,2019
2909,52,2019
2910,4,2019
2911,9,2019
2912,0,2019
2913,0,2019
2914,12,2019
2915,0,2019
2916,30,2019
2917,5,2019
2918,0,2019
2919,30,2019
2920,40,2019
2921,0,2019
2922,5,2019
2923,0,2019
2924,12,2019
2925,3,2019
2926,4,2019
2927,0,2019
2928,2,2019
2929,20,2019
2930,6,2019
2931,8,2019
2932,7,2019
2933,20,2019
2934,30,2019
2935,15,2019
2936,0,2019
2937,5,2019
2938,5,2019
2939,0,2019
2940,10,2019
2941,2,2019
2942,0,2019
2943,10,2019
2944,15,2019
2945,1,2019
2946,0,2019
2947,0,2019
2948,2,2019
2949,0,2019
2950,2,2019
2951,1,2019
2952,0,2019
2953,7,2019
2954,1,2019
2955,12,2019
2956,12,2019
2957,8,2019
2958,4,2019
2959,23,2019
2960,96,2019
2961,20,2019
2962,0,2019
2963,97,2019
2964,0,2019
2965,97,2019
2966,5,2019
2967,6,2019
2968,5,2019
2969,12,2019
2970,4,2019
2971,12,2019
2972,1,2019
2973,0,2019
2974,0,2019
2975,22,2019
2976,6,2019
2977,8,2019
2978,3,2019
2979,10,2019
2980,25,2019
2981,1,2019
2982,6,2019
2983,5,2019
2984,3,2019
2985,50,2019
2986,0,2019
2987,4,2019
2988,50,2019
2989,10,2019
2990,4,2019
2991,8,2019
2992,2,2019
2993,8,2019
2994,4,2019
2995,6,2019
2996,6,2019
2997,4,2019
2998,10,2019
2999,6,2019
3000,4,2019
3001,0,2019
3002,12,2019
3003,1,2019
3004,3,2019
3005,4,2019
3006,1,2019
3007,30,2019
3008,1,2019
3009,13,2019
3010,5,2019
3011,12,2019
3012,0,2019
3013,50,2019
3014,0,2019
3015,0,2019
3016,2,2019
3017,2,2019
3018,5,2019
3019,0,2019
3020,5,2019
3021,40,2019
3022,0,2019
3023,12,2019
3024,20,2019
3025,2,2019
3026,3,2019
3027,5,2019
3028,6,2019
3029,3,2019
3030,4,2019
3031,50,2019
3032,0,2019
3033,5,2019
3034,1,2019
3035,22,2019
3036,14,2019
3037,4,2019
3038,0,2019
3039,50,2019
3040,12,2019
3041,5,2019
3042,2,2019
3043,12,2019
3044,2,2019
3045,3,2019
3046,15,2019
3047,80,2019
3048,0,2019
3049,12,2019
3050,5,2019
3051,10,2019
3052,15,2019
3053,84,2019
3054,7,2019
3055,0,2019
3056,1,2019
3057,3,2019
3058,12,2019
3059,10,2019
3060,6,2019
3061,20,2019
3062,15,2019
3063,3,2019
3064,5,2019
3065,15,2019
3066,0,2019
3067,30,2019
3068,2,2019
3069,24,2019
3070,0,2019
3071,6,2019
3072,2,2019
3073,8,2019
3074,3,2019
3075,9,2019
3076,25,2019
3077,15,2019
3078,4,2019
3079,12,2019
3080,4,2019
3081,24,2019
3082,4,2019
3083,0,2019
3084,0,2019
3085,3,2019
3086,8,2019
3087,0,2019
3088,3,2019
3089,0,2019
3090,15,2019
3091,0,2019
3092,15,2019
3093,0,2019
3094,0,2019
3095,50,2019
3096,12,2019
3097,8,2019
3098,2,2019
3099,5,2019
3100,12,2019
3101,3,2019
3102,30,2019
3103,30,2019
3104,8,2019
3105,7,2019
3106,2,2019
3107,0,2019
3108,2,2019
3109,2,2019
3110,15,2019
3111,0,2019
3112,20,2019
3113,36,2019
3114,3,2019
3115,1,2019
3116,96,2019
3117,3,2019
3118,6,2019
3119,6,2019
3120,0,2019
3121,66,2019
3122,5,2019
3123,0,2019
3124,0,2019
3125,8,2019
3126,3,2019
3127,0,2019
3128,0,2019
3129,7,2019
3130,60,2019
3131,1,2019
3132,0,2019
3133,22,2019
3134,12,2019
3135,10,2019
3136,0,2019
3137,0,2019
3138,0,2019
3139,1,2019
3140,1,2019
3141,0,2019
3142,7,2019
3143,0,2019
3144,0,2019
3145,6,2019
3146,1,2019
3147,13,2019
3148,18,2019
3149,8,2019
3150,1,2019
3151,0,2019
3152,0,2019
3153,12,2019
3154,20,2019
3155,25,2019
3156,7,2019
3157,75,2019
3158,3,2019
3159,0,2019
3160,6,2019
3161,10,2019
3162,2,2019
3163,1,2019
3164,3,2019
3165,2,2019
3166,1,2019
3167,12,2019
3168,20,2019
3169,3,2019
3170,0,2019
3171,20,2019
3172,4,2019
3173,0,2019
3174,2,2019
3175,5,2019
3176,0,2019
3177,0,2019
3178,50,2019
3179,2,2019
3180,0,2019
3181,6,2019
3182,10,2019
3183,12,2019
3184,6,2019
3185,30,2019
3186,4,2019
3187,0,2019
3188,0,2019
3189,15,2019
3190,6,2019
3191,0,2019
3192,0,2019
3193,8,2019
3194,6,2019
3195,12,2019
3196,6,2019
3197,0,2019
3198,0,2019
3199,30,2019
3200,0,2019
3201,2,2019
3202,15,2019
3203,0,2019
3204,0,2019
3205,15,2019
3206,0,2019
3207,14,2019
3208,20,2019
3209,0,2019
3210,15,2019
3211,4,2019
3212,10,2019
3213,20,2019
3214,0,2019
3215,0,2019
3216,20,2019
3217,8,2019
3218,50,2019
3219,30,2019
3220,0,2019
3221,0,2019
3222,12,2019
3223,2,2019
3224,45,2019
3225,1,2019
3226,15,2019
3227,20,2019
3228,0,2019
3229,3,2019
3230,3,2019
3231,10,2019
3232,1,2019
3233,20,2019
3234,5,2019
3235,12,2019
3236,5,2019
3237,0,2019
3238,25,2019
3239,36,2019
3240,30,2019
3241,40,2019
3242,6,2019
3243,1,2019
3244,0,2019
3245,2,2019
3246,25,2019
3247,1,2019
3248,97,2019
3249,9,2019
3250,30,2019
3251,0,2019
3252,10,2019
3253,0,2019
3254,2,2019
3255,2,2019
3256,13,2019
3257,12,2019
3258,16,2019
3259,50,2019
3260,0,2019
3261,5,2019
3262,2,2019
3263,50,2019
3264,24,2019
3265,6,2019
3266,2,2019
3267,11,2019
3268,0,2019
3269,0,2019
3270,50,2019
3271,15,2019
3272,0,2019
3273,60,2019
3274,10,2019
3275,0,2019
3276,0,2019
3277,0,2019
3278,30,2019
3279,20,2019
3280,6,2019
3281,15,2019
3282,2,2019
3283,10,2019
3284,96,2019
3285,12,2019
3286,8,2019
3287,12,2019
3288,6,2019
3289,3,2019
3290,60,2019
3291,2,2019
3292,0,2019
3293,3,2019
3294,3,2019
3295,96,2019
3296,25,2019
3297,0,2019
3298,0,2019
3299,0,2019
3300,30,2019
3301,12,2019
3302,2,2019
3303,0,2019
3304,12,2019
3305,6,2019
3306,10,2019
3307,20,2019
3308,0,2019
3309,10,2019
3310,13,2019
3311,97,2019
3312,0,2019
3313,30,2019
3314,20,2019
3315,0,2019
3316,80,2019
3317,12,2019
3318,1,2019
3319,3,2019
3320,3,2019
3321,1,2019
3322,12,2019
3323,6,2019
3324,1,2019
3325,1,2019
3326,0,2019
3327,0,2019
3328,97,2019
3329,10,2019
3330,3,2019
3331,1,2019
3332,0,2019
3333,30,2019
3334,0,2019
3335,2,2019
3336,2,2019
3337,50,2019
3338,1,2019
3339,30,2019
3340,1,2019
3341,0,2019
3342,10,2019
3343,2,2019
3344,3,2019
3345,2,2019
3346,8,2019
3347,4,2019
3348,1,2019
3349,0,2019
3350,15,2019
3351,3,2019
3352,7,2019
3353,2,2019
3354,0,2019
3355,2,2019
3356,12,2019
3357,14,2019
3358,10,2019
3359,95,2019
3360,25,2019
3361,0,2019
3362,3,2019
3363,72,2019
3364,0,2019
3365,5,2019
3366,2,2019
3367,0,2019
3368,2,2019
3369,2,2019
3370,0,2019
3371,0,2019
3372,3,2019
3373,0,2019
3374,20,2019
3375,6,2019
3376,5,2019
3377,30,2019
3378,12,2019
3379,12,2019
3380,25,2019
3381,0,2019
3382,30,2019
3383,0,2019
3384,5,2019
3385,10,2019
3386,97,2019
3387,0,2019
3388,4,2019
3389,5,2019
3390,0,2019
3391,0,2019
3392,2,2019
3393,2,2019
3394,1,2019
3395,4,2019
3396,60,2019
3397,0,2019
3398,1,2019
3399,3,2019
3400,0,2019
3401,0,2019
3402,0,2019
3403,3,2019
3404,97,2019
3405,0,2019
3406,34,2019
3407,4,2019
3408,0,2019
3409,0,2019
3410,3,2019
3411,0,2019
3412,0,2019
3413,0,2019
3414,0,2019
3415,0,2019
3416,2,2019
3417,48,2019
3418,0,2019
3419,3,2019
3420,0,2019
3421,1,2019
3422,40,2019
3423,0,2019
3424,0,2019
3425,8,2019
3426,2,2019
3427,12,2019
3428,0,2019
3429,0,2019
3430,3,2019
3431,0,2019
3432,0,2019
3433,0,2019
3434,3,2019
3435,0,2019
3436,2,2019
3437,10,2019
3438,5,2019
3439,0,2019
3440,20,2019
3441,3,2019
3442,6,2019
3443,14,2019
3444,20,2019
3445,20,2019
3446,0,2019
3447,5,2019
3448,10,2019
3449,2,2019
3450,0,2019
3451,0,2019
3452,3,2019
3453,15,2019
3454,0,2019
3455,0,2019
3456,0,2019
3457,10,2019
3458,12,2019
3459,0,2019
3460,10,2019
3461,3,2019
3462,1,2019
3463,1,2019
3464,0,2019
3465,48,2019
3466,4,2019
3467,0,2019
3468,1,2019
3469,0,2019
3470,2,2019
3471,4,2019
3472,3,2019
3473,8,2019
3474,10,2019
3475,0,2019
3476,0,2019
3477,24,2019
3478,15,2019
3479,1,2019
3480,15,2019
3481,20,2019
3482,0,2019
3483,5,2019
3484,2,2019
3485,20,2019
3486,0,2019
3487,2,2019
3488,0,2019
3489,20,2019
3490,3,2019
3491,0,2019
3492,7,2019
3493,0,2019
3494,0,2019
3495,20,2019
3496,0,2019
3497,30,2019
3498,25,2019
3499,6,2019
3500,6,2019
3501,4,2019
3502,5,2019
3503,7,2019
3504,50,2021
3505,1,2021
3506,3,2021
3507,30,2021
3508,40,2021
3509,4,2021
3510,0,2021
3511,0,2021
3512,97,2021
3513,10,2021
3514,80,2021
3515,3,2021
3516,8,2021
3517,96,2021
3518,25,2021
3519,6,2021
3520,0,2021
3521,5,2021
3522,3,2021
3523,25,2021
3524,80,2021
3525,0,2021
3526,20,2021
3527,0,2021
3528,6,2021
3529,0,2021
3530,25,2021
3531,10,2021
3532,12,2021
3533,40,2021
3534,0,2021
3535,20,2021
3536,6,2021
3537,50,2021
3538,25,2021
3539,24,2021
3540,1,2021
3541,97,2021
3542,3,2021
3543,2,2021
3544,10,2021
3545,88,2021
3546,0,2021
3547,0,2021
3548,5,2021
3549,4,2021
3550,0,2021
3551,3,2021
3552,3,2021
3553,40,2021
3554,6,2021
3555,6,2021
3556,5,2021
3557,52,2021
3558,2,2021
3559,97,2021
3560,10,2021
3561,8,2021
3562,5,2021
3563,0,2021
3564,6,2021
3565,12,2021
3566,1,2021
3567,5,2021
3568,15,2021
3569,96,2021
3570,3,2021
3571,96,2021
3572,0,2021
3573,0,2021
3574,15,2021
3575,0,2021
3576,10,2021
3577,12,2021
3578,75,2021
3579,75,2021
3580,3,2021
3581,1,2021
3582,4,2021
3583,12,2021
3584,0,2021
3585,12,2021
3586,30,2021
3587,0,2021
3588,0,2021
3589,50,2021
3590,97,2021
3591,96,2021
3592,0,2021
3593,0,2021
3594,60,2021
3595,6,2021
3596,0,2021
3597,10,2021
3598,97,2021
3599,26,2021
3600,12,2021
3601,97,2021
3602,97,2021
3603,97,2021
3604,50,2021
3605,2,2021
3606,7,2021
3607,0,2021
3608,1,2021
3609,2,2021
3610,24,2021
3611,3,2021
3612,6,2021
3613,52,2021
3614,20,2021
3615,50,2021
3616,0,2021
3617,10,2021
3618,0,2021
3619,15,2021
3620,3,2021
3621,3,2021
3622,97,2021
3623,50,2021
3624,20,2021
3625,0,2021
3626,97,2021
3627,3,2021
3628,1,2021
3629,24,2021
3630,0,2021
3631,6,2021
3632,2,2021
3633,3,2021
3634,3,2021
3635,15,2021
3636,3,2021
3637,0,2021
3638,20,2021
3639,10,2021
3640,8,2021
3641,4,2021
3642,2,2021
3643,5,2021
3644,3,2021
3645,25,2021
3646,1,2021
3647,1,2021
3648,3,2021
3649,20,2021
3650,2,2021
3651,0,2021
3652,3,2021
3653,0,2021
3654,50,2021
3655,20,2021
3656,0,2021
3657,0,2021
3658,3,2021
3659,0,2021
3660,0,2021
3661,0,2021
3662,8,2021
3663,50,2021
3664,10,2021
3665,6,2021
3666,4,2021
3667,12,2021
3668,2,2021
3669,2,2021
3670,4,2021
3671,20,2021
3672,2,2021
3673,10,2021
3674,25,2021
3675,0,2021
3676,2,2021
3677,12,2021
3678,30,2021
3679,47,2021
3680,97,2021
3681,0,2021
3682,10,2021
3683,12,2021
3684,2,2021
3685,0,2021
3686,30,2021
3687,20,2021
3688,4,2021
3689,7,2021
3690,1,2021
3691,0,2021
3692,0,2021
3693,8,2021
3694,20,2021
3695,12,2021
3696,3,2021
3697,0,2021
3698,96,2021
3699,60,2021
3700,3,2021
3701,12,2021
3702,96,2021
3703,4,2021
3704,5,2021
3705,0,2021
3706,0,2021
3707,0,2021
3708,6,2021
3709,6,2021
3710,97,2021
3711,97,2021
3712,0,2021
3713,50,2021
3714,22,2021
3715,1,2021
3716,5,2021
3717,0,2021
3718,26,2021
3719,4,2021
3720,4,2021
3721,2,2021
3722,0,2021
3723,5,2021
3724,10,2021
3725,12,2021
3726,0,2021
3727,97,2021
3728,9,2021
3729,1,2021
3730,70,2021
3731,97,2021
3732,0,2021
3733,0,2021
3734,2,2021
3735,0,2021
3736,6,2021
3737,0,2021
3738,20,2021
3739,20,2021
3740,2,2021
3741,5,2021
3742,8,2021
3743,0,2021
3744,0,2021
3745,88,2021
3746,15,2021
3747,1,2021
3748,2,2021
3749,0,2021
3750,5,2021
3751,0,2021
3752,97,2021
3753,10,2021
3754,12,2021
3755,0,2021
3756,50,2021
3757,45,2021
3758,12,2021
3759,0,2021
3760,15,2021
3761,0,2021
3762,4,2021
3763,80,2021
3764,2,2021
3765,0,2021
3766,8,2021
3767,0,2021
3768,2,2021
3769,50,2021
3770,0,2021
3771,10,2021
3772,10,2021
3773,0,2021
3774,1,2021
3775,5,2021
3776,2,2021
3777,0,2021
3778,3,2021
3779,0,2021
3780,60,2021
3781,2,2021
3782,0,2021
3783,0,2021
3784,0,2021
3785,20,2021
3786,96,2021
3787,7,2021
3788,0,2021
3789,45,2021
3790,25,2021
3791,10,2021
3792,0,2021
3793,2,2021
3794,2,2021
3795,1,2021
3796,25,2021
3797,6,2021
3798,8,2021
3799,2,2021
3800,12,2021
3801,12,2021
3802,20,2021
3803,6,2021
3804,40,2021
3805,10,2021
3806,0,2021
3807,20,2021
3808,6,2021
3809,29,2021
3810,0,2021
3811,2,2021
3812,2,2021
3813,0,2021
3814,14,2021
3815,10,2021
3816,6,2021
3817,12,2021
3818,5,2021
3819,1,2021
3820,0,2021
3821,0,2021
3822,4,2021
3823,3,2021
3824,20,2021
3825,20,2021
3826,0,2021
3827,97,2021
3828,0,2021
3829,24,2021
3830,20,2021
3831,0,2021
3832,2,2021
3833,3,2021
3834,1,2021
3835,2,2021
3836,88,2021
3837,3,2021
3838,2,2021
3839,0,2021
3840,6,2021
3841,3,2021
3842,2,2021
3843,65,2021
3844,10,2021
3845,15,2021
3846,32,2021
3847,5,2021
3848,1,2021
3849,2,2021
3850,5,2021
3851,0,2021
3852,13,2021
3853,0,2021
3854,8,2021
3855,1,2021
3856,50,2021
3857,12,2021
3858,0,2021
3859,88,2021
3860,30,2021
3861,0,2021
3862,1,2021
3863,70,2021
3864,2,2021
3865,50,2021
3866,6,2021
3867,88,2021
3868,97,2021
3869,0,2021
3870,10,2021
3871,3,2021
3872,52,2021
3873,50,2021
3874,97,2021
3875,5,2021
3876,2,2021
3877,12,2021
3878,14,2021
3879,40,2021
3880,0,2021
3881,2,2021
3882,0,2021
3883,0,2021
3884,15,2021
3885,50,2021
3886,25,2021
3887,0,2021
3888,5,2021
3889,0,2021
3890,0,2021
3891,3,2021
3892,1,2021
3893,0,2021
3894,0,2021
3895,2,2021
3896,10,2021
3897,10,2021
3898,8,2021
3899,3,2021
3900,6,2021
3901,0,2021
3902,12,2021
3903,0,2021
3904,0,2021
3905,5,2021
3906,10,2021
3907,15,2021
3908,5,2021
3909,12,2021
3910,0,2021
3911,4,2021
3912,5,2021
3913,6,2021
3914,6,2021
3915,10,2021
3916,15,2021
3917,35,2021
3918,50,2021
3919,1,2021
3920,35,2021
3921,0,2021
3922,30,2021
3923,8,2021
3924,5,2021
3925,20,2021
3926,40,2021
3927,2,2021
3928,2,2021
3929,96,2021
3930,40,2021
3931,10,2021
3932,1,2021
3933,20,2021
3934,0,2021
3935,3,2021
3936,4,2021
3937,14,2021
3938,10,2021
3939,15,2021
3940,20,2021
3941,2,2021
3942,3,2021
3943,15,2021
3944,2,2021
3945,10,2021
3946,2,2021
3947,96,2021
3948,5,2021
3949,2,2021
3950,2,2021
3951,4,2021
3952,12,2021
3953,37,2021
3954,20,2021
3955,14,2021
3956,8,2021
3957,2,2021
3958,10,2021
3959,50,2021
3960,12,2021
3961,10,2021
3962,3,2021
3963,97,2021
3964,25,2021
3965,35,2021
3966,96,2021
3967,97,2021
3968,97,2021
3969,20,2021
3970,8,2021
3971,1,2021
3972,50,2021
3973,3,2021
3974,1,2021
3975,8,2021
3976,1,2021
3977,4,2021
3978,15,2021
3979,2,2021
3980,12,2021
3981,20,2021
3982,0,2021
3983,0,2021
3984,10,2021
3985,5,2021
3986,10,2021
3987,10,2021
3988,2,2021
3989,2,2021
3990,5,2021
3991,0,2021
3992,10,2021
3993,4,2021
3994,0,2021
3995,7,2021
3996,0,2021
3997,0,2021
3998,14,2021
3999,20,2021
4000,3,2021
4001,97,2021
4002,0,2021
4003,1,2021
4004,6,2021
4005,30,2021
4006,24,2021
4007,0,2021
4008,9,2021
4009,1,2021
4010,30,2021
4011,2,2021
4012,5,2021
4013,0,2021
4014,13,2021
4015,0,2021
4016,96,2021
4017,0,2021
4018,10,2021
4019,20,2021
4020,0,2021
4021,27,2021
4022,20,2021
4023,10,2021
4024,1,2021
4025,0,2021
4026,7,2021
4027,96,2021
4028,1,2021
4029,3,2021
4030,20,2021
4031,0,2021
4032,0,2021
4033,0,2021
4034,5,2021
4035,96,2021
4036,50,2021
4037,2,2021
4038,6,2021
4039,5,2021
4040,6,2021
4041,0,2021
4042,3,2021
4043,0,2021
4044,3,2021
4045,1,2021
4046,0,2021
4047,0,2021
4048,0,2021
4049,6,2021
4050,50,2021
4051,10,2021
4052,3,2021
4053,1,2021
4054,5,2021
4055,2,2021
4056,80,2021
4057,0,2021
4058,1,2021
4059,2,2021
4060,0,2021
4061,0,2021
4062,5,2021
4063,10,2021
4064,96,2021
4065,1,2021
4066,10,2021
4067,6,2021
4068,96,2021
4069,25,2021
4070,40,2021
4071,10,2021
4072,35,2021
4073,0,2021
4074,1,2021
4075,8,2021
4076,15,2021
4077,3,2021
4078,20,2021
4079,3,2021
4080,6,2021
4081,5,2021
4082,30,2021
4083,6,2021
4084,0,2021
4085,30,2021
4086,3,2021
4087,0,2021
4088,0,2021
4089,7,2021
4090,8,2021
4091,10,2021
4092,1,2021
4093,6,2021
4094,2,2021
4095,50,2021
4096,5,2021
4097,4,2021
4098,0,2021
4099,97,2021
4100,10,2021
4101,50,2021
4102,12,2021
4103,3,2021
4104,2,2021
4105,1,2021
4106,96,2021
4107,1,2021
4108,0,2021
4109,88,2021
4110,0,2021
4111,4,2021
4112,20,2021
4113,50,2021
4114,0,2021
4115,5,2021
4116,5,2021
4117,2,2021
4118,0,2021
4119,88,2021
4120,1,2021
4121,1,2021
4122,7,2021
4123,24,2021
4124,4,2021
4125,8,2021
4126,10,2021
4127,6,2021
4128,21,2021
4129,10,2021
4130,1,2021
4131,12,2021
4132,12,2021
4133,15,2021
4134,20,2021
4135,0,2021
4136,0,2021
4137,15,2021
4138,20,2021
4139,5,2021
4140,0,2021
4141,6,2021
4142,5,2021
4143,3,2021
4144,6,2021
4145,7,2021
4146,1,2021
4147,12,2021
4148,13,2021
4149,3,2021
4150,2,2021
4151,3,2021
4152,35,2021
4153,25,2021
4154,0,2021
4155,1,2021
4156,2,2021
4157,0,2021
4158,0,2021
4159,6,2021
4160,0,2021
4161,1,2021
4162,15,2021
4163,9,2021
4164,97,2021
4165,3,2021
4166,60,2021
4167,2,2021
4168,10,2021
4169,12,2021
4170,4,2021
4171,10,2021
4172,0,2021
4173,30,2021
4174,12,2021
4175,3,2021
4176,40,2021
4177,7,2021
4178,12,2021
4179,2,2021
4180,5,2021
4181,13,2021
4182,5,2021
4183,4,2021
4184,0,2021
4185,0,2021
4186,15,2021
4187,10,2021
4188,40,2021
4189,43,2021
4190,0,2021
4191,15,2021
4192,96,2021
4193,18,2021
4194,20,2021
4195,0,2021
4196,25,2021
4197,4,2021
4198,3,2021
4199,5,2021
4200,1,2021
4201,0,2021
4202,1,2021
4203,0,2021
4204,8,2021
4205,0,2021
4206,96,2021
4207,50,2021
4208,70,2021
4209,0,2021
4210,2,2021
4211,2,2021
4212,0,2021
4213,5,2021
4214,0,2021
4215,96,2021
4216,0,2021
4217,0,2021
4218,0,2021
4219,9,2021
4220,5,2021
4221,6,2021
4222,2,2021
4223,12,2021
4224,25,2021
4225,5,2021
4226,3,2021
4227,3,2021
4228,0,2021
4229,20,2021
4230,0,2021
4231,45,2021
4232,10,2021
4233,6,2021
4234,97,2021
4235,4,2021
4236,6,2021
4237,3,2021
4238,30,2021
4239,0,2021
4240,3,2021
4241,10,2021
4242,3,2021
4243,10,2021
4244,0,2021
4245,4,2021
4246,30,2021
4247,0,2021
4248,0,2021
4249,10,2021
4250,96,2021
4251,1,2021
4252,6,2021
4253,4,2021
4254,0,2021
4255,12,2021
4256,50,2021
4257,50,2021
4258,25,2021
4259,20,2021
4260,5,2021
4261,0,2021
4262,2,2021
4263,2,2021
4264,65,2021
4265,10,2021
4266,2,2021
4267,0,2021
4268,24,2021
4269,0,2021
4270,20,2021
4271,3,2021
4272,25,2021
4273,15,2021
4274,2,2021
4275,50,2021
4276,15,2021
4277,0,2021
4278,10,2021
4279,97,2021
4280,96,2021
4281,50,2021
4282,10,2021
4283,3,2021
4284,20,2021
4285,24,2021
4286,4,2021
4287,3,2021
4288,0,2021
4289,3,2021
4290,1,2021
4291,5,2021
4292,3,2021
4293,12,2021
4294,9,2021
4295,0,2021
4296,20,2021
4297,4,2021
4298,1,2021
4299,0,2021
4300,30,2021
4301,0,2021
4302,9,2021
4303,7,2021
4304,3,2021
4305,5,2021
4306,3,2021
4307,20,2021
4308,6,2021
4309,2,2021
4310,20,2021
4311,8,2021
4312,20,2021
4313,50,2021
4314,0,2021
4315,0,2021
4316,96,2021
4317,12,2021
4318,0,2021
4319,60,2021
4320,12,2021
4321,12,2021
4322,20,2021
4323,5,2021
4324,2,2021
4325,15,2021
4326,2,2021
4327,6,2021
4328,20,2021
4329,2,2021
4330,20,2021
4331,15,2021
4332,7,2021
4333,3,2021
4334,55,2021
4335,0,2021
4336,6,2021
4337,6,2021
4338,5,2021
4339,3,2021
4340,12,2021
4341,8,2021
4342,3,2021
4343,15,2021
4344,50,2021
4345,20,2021
4346,0,2021
4347,17,2021
4348,5,2021
4349,0,2021
4350,20,2021
4351,0,2021
4352,0,2021
4353,18,2021
4354,10,2021
4355,0,2021
4356,0,2021
4357,1,2021
4358,45,2021
4359,8,2021
4360,6,2021
4361,5,2021
4362,97,2021
4363,0,2021
4364,97,2021
4365,0,2021
4366,40,2021
4367,12,2021
4368,20,2021
4369,8,2021
4370,10,2021
4371,33,2021
4372,0,2021
4373,0,2021
4374,13,2021
4375,0,2021
